id,title,published_at,news_site,url
39726,ESA awards first European Launcher Challenge contracts,2026-08-29 11:09:51,NASASpaceflight,https://www.nasaspaceflight.com/2026/08/esa-european-launcher-challenge-contracts/
39725,NASA’s Artemis II Crew Receives Congressional Space Medal of Honor,2026-08-28 22:21:31,NASA,https://www.nasa.gov/image-article/nasas-artemis-ii-crew-receives-congressional-space-medal-of-honor/
39724,NASA Awards First Prize in Phase 2 of Agency’s LunaRecycle Challenge,2026-08-28 20:30:52,NASA,https://www.nasa.gov/directorates/stmd/prizes-challenges-crowdsourcing-program/centennial-challenges/nasa-awards-first-prize-in-phase-2-of-agencys-lunarecycle-challenge/
39723,"Trump Honors Artemis II Crew, Signs Executive Order to Establish a U.S. Space Academy",2026-08-28 20:29:42,SpacePolicyOnline.com,https://spacepolicyonline.com/news/trump-honors-artemis-ii-crew-signs-executive-order-to-establish-a-u-s-space-academy/
39722,President Honors NASA’s Artemis II Crew with Highest US Space Award,2026-08-28 17:37:01,NASA,https://www.nasa.gov/news-release/president-honors-nasas-artemis-ii-crew-with-highest-us-space-award/
39721,"Trump calls for creation of a ""space academy"" to train future NASA leaders",2026-08-28 17:36:30,Arstechnica,https://arstechnica.com/space/2026/08/trump-calls-for-creation-of-a-space-academy-to-train-future-nasa-leaders/
39720,President Trump Signs Executive Order to Create US Space Academy,2026-08-28 17:21:04,NASA,https://www.nasa.gov/news-release/president-trump-signs-executive-order-to-create-us-space-academy/
39718,Orbex’s Sutherland Spaceport Assets Sold to Scottish Development Agency,2026-08-28 14:23:45,European Spaceflight,https://europeanspaceflight.com/orbexs-sutherland-spaceport-assets-sold-to-scottish-development-agency/
39719,Sophie Adenot's third spacewalk (U.S. Spacewalk 99),2026-08-28 14:00:00,ESA,https://www.esa.int/ESA_Multimedia/Videos/2026/08/Sophie_Adenot_s_third_spacewalk_U.S._Spacewalk_99
39716,Week in images: 24-28 August 2026,2026-08-28 13:10:00,ESA,https://www.esa.int/About_Us/Week_in_images/Week_in_images_24-28_August_2026
