id,title,published_at,news_site,url
39520,APOD: 2026 August 16 – Milky Way over Yellowstone,2026-08-16 04:05:00,NASA,https://science.nasa.gov/image-article/apod/apod-2026-august-16-milky-way-over-yellowstone/
39519,Live coverage: SpaceX to launch satellite replenishment mission for Globalstar from Cape Canaveral,2026-08-15 23:51:27,Spaceflight Now,https://spaceflightnow.com/2026/08/15/live-coverage-spacex-to-launch-satellite-replenishment-mission-for-globalstar-from-cape-canaveral/
39518,Lunar orbiter among upcoming NASA CLPS task orders,2026-08-15 23:49:58,SpaceNews,https://spacenews.com/lunar-orbiter-among-upcoming-nasa-clps-task-orders/
39517,Blue Origin overviews plan for dual pad ops at Cape Canaveral,2026-08-15 22:57:11,NASASpaceflight,https://www.nasaspaceflight.com/2026/08/blue-origin-launch-pad-cape-canaveral/
39516,Ukrainian Missiles Strike Russian Soyuz Rocket Factory,2026-08-15 21:12:33,SpacePolicyOnline.com,https://spacepolicyonline.com/news/ukrainian-missiles-strike-russian-soyuz-rocket-factory/
39515,Ukraine strikes major Russian rocket factory with cruise missiles,2026-08-15 15:46:05,Arstechnica,https://arstechnica.com/space/2026/08/ukraine-strikes-major-russian-rocket-factory-with-cruise-missiles/
39514,APOD: 2026 August 15 – Bright Perseids from Sweden,2026-08-15 04:05:00,NASA,https://science.nasa.gov/image-article/apod/apod-2026-august-15-bright-perseids-from-sweden/
39513,Rocket Lab advances via series of announcements,2026-08-15 03:42:01,NASASpaceflight,https://www.nasaspaceflight.com/2026/08/rocket-lab-advances-announcements/
39512,NASA Administrator ‘extremely confident’ in Artemis 3 mission in 2027,2026-08-14 23:51:47,Spaceflight Now,https://spaceflightnow.com/2026/08/14/nasa-administrator-extremely-confident-in-artemis-3-launch-in-2027/
39511,U.S. Space Force adds second surveillance sensor to Japanese constellation,2026-08-14 22:26:27,SpaceNews,https://spacenews.com/u-s-space-force-adds-second-surveillance-sensor-to-japanese-constellation/
