id,title,published_at,news_site,url
39741,SES Awards OHB €1 billion for IRIS2 MEO Satellites,2026-08-31 11:09:59,European Spaceflight,https://europeanspaceflight.com/ses-awards-ohb-e1-billion-for-iris2-meo-satellites/
39739,Roman lifts off on a mission to survey the infrared sky,2026-08-31 07:00:00,ESA,https://www.esa.int/ESA_Multimedia/Images/2026/08/Roman_lifts_off_on_a_mission_to_survey_the_infrared_sky
39738,APOD: 2026 August 31 – Launch of the Roman Space Telescope,2026-08-31 04:05:00,NASA,https://science.nasa.gov/image-article/apod-2026-august-31-launch-of-the-roman-space-telescope/
39737,"SLS picks up the pace, four vehicles in production",2026-08-31 00:11:01,NASASpaceflight,https://www.nasaspaceflight.com/2026/08/sls-pace-four-vehicles-production/
39736,"What’s Happening in Space Policy August 30-September 5, 2026",2026-08-30 22:08:52,SpacePolicyOnline.com,https://spacepolicyonline.com/news/whats-happening-in-space-policy-august-30-september-5-2026/
39735,Nancy Grace Roman Space Telescope Lifts Off to Open New Insights Into the Universe,2026-08-30 18:59:50,SpacePolicyOnline.com,https://spacepolicyonline.com/news/nancy-grace-roman-space-telescope-lifts-off-to-open-new-insights-into-the-universe/
39734,Why it matters that President Trump just dialed into a NASA news conference,2026-08-30 17:40:30,Arstechnica,https://arstechnica.com/space/2026/08/why-it-matters-that-president-trump-just-dialed-into-a-nasa-news-conference/
39731,Ribbon-Cutting Event for NASA Deep Space Network’s Deep Space Station 23,2026-08-30 14:57:59,NASA,https://science.nasa.gov/photojournal/ribbon-cutting-event-for-nasa-deep-space-networks-deep-space-station-23/
39732,NASA Deep Space Network’s New Goldstone Antenna Goes Online,2026-08-30 14:53:08,NASA,https://science.nasa.gov/photojournal/nasa-deep-space-networks-new-goldstone-antenna-goes-online/
39733,Panorama Showcasing the 34-Meter Antennas of the DSN’s Goldstone Complex,2026-08-30 14:47:12,NASA,https://science.nasa.gov/photojournal/panorama-showcasing-the-34-meter-antennas-of-the-dsns-goldstone-complex/
