id,title,published_at,news_site,url
39661,Robotics and the future of on-orbit labor,2026-08-24 22:26:02,SpaceNews,https://spacenews.com/robotics-and-the-future-of-on-orbit-labor/
39660,"Launch Preview: Falcon Heavy to launch Roman telescope, Falcon 9 to launch Starlink satellites",2026-08-24 20:45:23,NASASpaceflight,https://www.nasaspaceflight.com/2026/08/launch-preview-082426/
39659,NASA Sets Coverage for Roman Space Telescope Launch from Florida,2026-08-24 20:44:58,NASA,https://www.nasa.gov/news-release/nasa-sets-coverage-for-roman-space-telescope-launch-from-florida/
39657,Live coverage: SpaceX to launch Starlink mission on a Falcon booster’s record-breaking 37th flight,2026-08-24 19:19:59,Spaceflight Now,https://spaceflightnow.com/2026/08/24/live-coverage-spacex-to-launch-starlink-mission-on-a-falcon-boosters-record-breaking-37th-flight/
39655,Perseverance Captures Another Phobos Transit,2026-08-24 17:56:49,NASA,https://science.nasa.gov/photojournal/perseverance-captures-another-phobos-transit/
39656,Starstruck: NASA Research Shows How Sun’s Ancient History Shaped Earth,2026-08-24 17:53:57,NASA,https://science.nasa.gov/solar-system/starstruck-nasa-research-shows-how-suns-ancient-history-shaped-earth/
39652,NASA Astronaut Reid Wiseman at Freedom 250 Grand Prix,2026-08-24 17:34:09,NASA,https://www.nasa.gov/image-article/nasa-astronaut-reid-wiseman-at-freedom-250-grand-prix/
39651,Aerospace demonstrates DiskSats in low-Earth orbit,2026-08-24 17:30:00,SpaceNews,https://spacenews.com/aerospace-demonstrates-disksats-in-low-earth-orbit/
39653,MAIA Air Sensor at Work in Addis Ababa,2026-08-24 17:27:01,NASA,https://science.nasa.gov/photojournal/maia-air-sensor-at-work-in-addis-ababa/
39654,Mapping Air Pollution With MAIA Sensors in Addis Ababa,2026-08-24 17:21:28,NASA,https://science.nasa.gov/photojournal/mapping-air-pollution-with-maia-sensors-in-addis-ababa/
