id,title,published_at,news_site,url
39202,Vertical liftoff as Ariane 6 takes flight for the first time,2026-07-28 07:00:00,ESA,https://www.esa.int/ESA_Multimedia/Images/2026/07/Vertical_liftoff_as_Ariane_6_takes_flight_for_the_first_time
39201,Smoke Blankets Oregon,2026-07-28 04:01:00,NASA,https://science.nasa.gov/earth/natural-disasters/wildfires/smoke-blankets-oregon/
39200,Launch Preview: Falcon 9 and Chang Zheng rockets set to launch this week,2026-07-27 20:31:02,NASASpaceflight,https://www.nasaspaceflight.com/2026/07/launch-preview-072726/
39199,Upper C-band auction offers another lift for GEO industry,2026-07-27 20:11:07,SpaceNews,https://spacenews.com/upper-c-band-auction-offers-another-lift-for-geo-industry/
39198,Sphinx Defense wins $287 million contract for strategic satellite communications software,2026-07-27 19:02:15,SpaceNews,https://spacenews.com/sphinx-defense-wins-287-million-contract-for-strategic-satellite-communications-software/
39197,NASA Astronaut Chris Williams to Discuss Space Station Mission,2026-07-27 18:49:20,NASA,https://www.nasa.gov/news-release/nasa-astronaut-chris-williams-to-discuss-space-station-mission/
39196,"Despite recent successes, rapid reuse of Starship remains a tough nut to crack",2026-07-27 18:34:40,Arstechnica,https://arstechnica.com/space/2026/07/despite-recent-successes-rapid-reuse-of-starship-remains-a-tough-nut-to-crack/
39195,NASA Science Soars During August Total Solar Eclipse,2026-07-27 18:01:14,NASA,https://science.nasa.gov/science-research/heliophysics/nasa-science-soars-during-august-total-solar-eclipse/
39193,NASA Astronaut Chris Williams Returns to Earth,2026-07-27 16:48:46,NASA,https://www.nasa.gov/image-article/nasa-astronaut-chris-williams-returns-to-earth/
39194,NASA’s Swift Sees ‘Wandering’ Mega Black Hole Shredding Star,2026-07-27 16:06:37,NASA,https://science.nasa.gov/missions/swift/nasas-swift-sees-wandering-mega-black-hole-shredding-star/
