id,title,published_at,news_site,url
39851,BepiColombo begins Mercury arrival with MTM separation success,2026-09-07 08:25:00,ESA,https://www.esa.int/Enabling_Support/Operations/BepiColombo_begins_Mercury_arrival_with_MTM_separation_success
39850,Isar Aerospace achieves first launch to orbit from continental Europe,2026-09-07 07:26:00,ESA,https://www.esa.int/ESA_Multimedia/Videos/2026/09/Isar_Aerospace_achieves_first_launch_to_orbit_from_continental_Europe
39848,"APOD: 2026 September 7 – The Pelican Nebula in Gas, Dust, and Stars",2026-09-07 04:05:00,NASA,https://science.nasa.gov/image-article/apod-2026-september-7-the-pelican-nebula-in-gas-dust-and-stars/
39849,A Bright Spot at Mount Michael,2026-09-07 04:01:00,NASA,https://science.nasa.gov/earth/earth-observatory/a-bright-spot-at-mount-michael/
39847,"What’s Happening in Space Policy September 6-12, 2026",2026-09-06 20:54:50,SpacePolicyOnline.com,https://spacepolicyonline.com/news/whats-happening-in-space-policy-september-6-12-2026/
39846,Starbase Infrastructure Advances Toward Flight 14,2026-09-06 18:49:44,NASASpaceflight,https://www.nasaspaceflight.com/2026/09/starbase-infrastructure-spacex-flight-14/
39845,Cape neighbors Stoke and Relativity advance LC-14 and LC-16 toward first flights,2026-09-06 15:52:38,NASASpaceflight,https://www.nasaspaceflight.com/2026/09/cape-neighbors-stoke-relativity-advance-lc-14-lc-16/
39844,Isar Aerospace Completes First Successful Spectrum Flight,2026-09-06 05:40:14,European Spaceflight,https://europeanspaceflight.com/isar-aerospace-completes-first-successful-spectrum-flight/
39843,Live coverage: SpaceX to launch 80th Starlink mission of 2026,2026-09-05 22:06:47,Spaceflight Now,https://spaceflightnow.com/2026/09/05/live-coverage-spacex-to-launch-80th-starlink-mission-of-2026/
39842,Isar Aerospace achieves first launch to orbit from continental Europe,2026-09-05 20:24:00,ESA,https://www.esa.int/Enabling_Support/Space_Transportation/Boost/Isar_Aerospace_achieves_first_launch_to_orbit_from_continental_Europe
