id,title,published_at,news_site,url
39924,ESA’s FLEX mission reveals the secret glow of plants,2026-09-14 08:00:00,ESA,https://www.esa.int/ESA_Multimedia/Videos/2026/09/ESA_s_FLEX_mission_reveals_the_secret_glow_of_plants
39923,FLEX and Sentinel-3C ready for liftoff on Vega-C,2026-09-14 07:20:00,ESA,https://www.esa.int/Applications/Observing_the_Earth/FLEX_and_Sentinel-3C_ready_for_liftoff_on_Vega-C
39922,APOD: 2026 September 14 – Where Your Elements Came From,2026-09-14 04:05:00,NASA,https://science.nasa.gov/image-article/apod-2026-september-14-where-your-elements-came-from/
39921,An Early Look at Fall Color in Canada,2026-09-14 04:00:00,NASA,https://science.nasa.gov/earth/earth-observatory/an-early-look-at-fall-color-in-canada/
39920,Vega C set to launch the ESA Sentinel-3C and FLEX missions from Kourou,2026-09-13 22:45:53,NASASpaceflight,https://www.nasaspaceflight.com/2026/09/vega-c-launch-sentinel-3c-flex/
39919,"What’s Happening in Space Policy September 13-19, 2026",2026-09-13 21:41:03,SpacePolicyOnline.com,https://spacepolicyonline.com/news/whats-happening-in-space-policy-september-13-19-2026/
39918,Live coverage: SpaceX to launch final 3 O3b mPOWER satellites for SES,2026-09-13 16:45:33,Spaceflight Now,https://spaceflightnow.com/2026/09/13/live-coverage-spacex-to-launch-final-3-o3b-mpower-satellites-for-ses/
39917,Sirius Space Fires Complete STAR-1 Rocket Engine for the First Time,2026-09-13 10:54:24,European Spaceflight,https://europeanspaceflight.com/sirius-space-fires-complete-star-1-rocket-engine-for-the-first-time/
39916,APOD: 2026 September 13 – Comet NEOWISE Rising over the Adriatic Sea,2026-09-13 04:05:00,NASA,https://science.nasa.gov/image-article/apod-2026-september-13-comet-neowise-rising-over-the-adriatic-sea/
39915,Europe’s commercial launch sector picking up the pace,2026-09-12 22:54:08,NASASpaceflight,https://www.nasaspaceflight.com/2026/09/europes-commercial-launch-sector-pace/
